nome,url,porcao,calorias,carboidratos,proteinas,gorduras,gorduras_saturadas,fibras,acucares,sodio,data_coleta,categoria,codigo
Bebida Maçã-Verde Zero Açúcar Yaí Caixa 1l,https://www.paodeacucar.com/produto/1209604/bebida-maca-verde-zero-acucar-yai-caixa-1l,0.0,6.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 00:06:31,Não especificada,7898651400316
Refresco Adoçado Laranja Maguary Caixa 200ml,https://www.paodeacucar.com/produto/1636017/refresco-adocado-laranja-maguary-caixa-200ml,0.0,26.0,6.6,0.0,0.0,0.0,0.0,6.6,7.9,2025-10-17 00:08:38,Não especificada,7896005404126
Energético Diet Monster Absolutely Zero Lata 473ml,https://www.paodeacucar.com/produto/451838/energetico-diet-monster-absolutely-zero-lata-473ml,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,2025-10-17 00:10:44,Não especificada,70847022305
Néctar de Maracujá Qualitá Caixa 1l,https://www.paodeacucar.com/produto/65306/nectar-de-maracuja-qualita-caixa-1l,0.0,104.0,26.0,0.0,0.0,0.0,1.7,0.0,0.0,2025-10-17 00:11:02,Não especificada,7895000321292
Energético Red Bull Pomelo Sem Açúcar 250ml,https://www.paodeacucar.com/produto/1632491/energetico-red-bull-pomelo-sem-acucar-250ml,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,2025-10-17 00:11:39,Não especificada,9002490280901
"Suco Integral Uva Branco Aurora Caixa 1,5l","https://www.paodeacucar.com/produto/1449647/suco-integral-uva-branco-aurora-caixa-1,5l",0.0,121.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,2025-10-17 00:12:34,Não especificada,7891141036194
Isotônico GATORADE Morango com Maracujá Garrafa 500ML,https://www.paodeacucar.com/produto/137138/isotonico-gatorade-morango-com-maracuja-garrafa-500ml,0.0,48.0,12.0,0.0,0.0,0.0,0.0,0.0,90.0,2025-10-17 00:12:52,Não especificada,7892840808174
Chá Mate Hortelã Villa Piva Garrafa 1l,https://www.paodeacucar.com/produto/459759/cha-mate-hortela-villa-piva-garrafa-1l,0.0,71.0,18.0,0.5,0.0,0.0,1.7,16.0,5.0,2025-10-17 00:14:04,Não especificada,7898965716172
Suco de Goiaba Integral MITTO 1 Litro,https://www.paodeacucar.com/produto/341817/suco-de-goiaba-integral-mitto-1-litro,0.0,84.0,20.0,0.6,0.0,0.0,4.0,0.0,0.0,2025-10-17 00:14:22,Não especificada,7898767020040
Suco Funcional Life Mix Néctar Baixa Caloria Sabor Pêssego 1L,https://www.paodeacucar.com/produto/409404/suco-funcional-life-mix-nectar-baixa-caloria-sabor-pessego-1l,0.0,40.0,10.0,0.4,0.0,0.0,3.8,6.8,22.0,2025-10-17 00:14:40,Não especificada,7898954360034
"Chá Verde Hibisco, Cavalinha e Dente-de-Leão Villa Piva Garrafa 1l","https://www.paodeacucar.com/produto/459757/cha-verde-hibisco,-cavalinha-e-dente-de-leao-villa-piva-garrafa-1l",0.0,73.0,18.0,0.7,0.0,0.0,1.8,15.0,5.0,2025-10-17 00:14:57,Não especificada,7898965716189
Suplemento Alimentar Líquido Berry Vibes Engov After Frasco 250ml,https://www.paodeacucar.com/produto/480622/suplemento-alimentar-liquido-berry-vibes-engov-after-frasco-250ml,0.0,84.0,20.0,0.0,0.0,0.0,0.0,0.0,140.0,2025-10-17 00:15:16,Não especificada,7896094921351
Bebida Laranja Life Mix Caixa 1l,https://www.paodeacucar.com/produto/346268/bebida-laranja-life-mix-caixa-1l,0.0,40.0,10.0,0.7,0.0,0.0,3.8,6.8,13.0,2025-10-17 00:16:10,Não especificada,7898954360010
Suco Concentrado MAGUARY de Caju Garrafa 500ml,https://www.paodeacucar.com/produto/117006/suco-concentrado-maguary-de-caju-garrafa-500ml,0.0,7.0,1.6,0.0,0.0,0.0,0.0,1.5,4.5,2025-10-17 00:17:05,Não especificada,7896000554369
Suco Pink Lemonade Natural One Refrigerado Garrafa 300ml,https://www.paodeacucar.com/produto/1626215/suco-pink-lemonade-natural-one-refrigerado-garrafa-300ml,0.0,124.0,31.0,0.0,0.0,0.0,0.0,29.0,14.0,2025-10-17 00:18:36,Não especificada,7899916916917
Energético Ultra Watermelon Zero Açúcar Monster Lata 473ml,https://www.paodeacucar.com/produto/1564962/energetico-ultra-watermelon-zero-acucar-monster-lata-473ml,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 00:20:24,Não especificada,1220000250222
Refresco Adoçado Maracujá Del Valle Kapo Caixa 200ml,https://www.paodeacucar.com/produto/171066/refresco-adocado-maracuja-del-valle-kapo-caixa-200ml,0.0,70.0,17.0,0.0,0.0,0.0,0.0,17.0,8.2,2025-10-17 00:22:13,Não especificada,7894900573701
Refrigerante Guaraná Fanta Lata 350ml,https://www.paodeacucar.com/produto/385838/refrigerante-guarana-fanta-lata-350ml,0.0,141.0,36.0,0.0,0.0,0.0,0.0,36.0,27.0,2025-10-17 00:22:50,Não especificada,7894900093001
Refresco Adoçado Uva Maguary,https://www.paodeacucar.com/produto/1636314/refresco-adocado-uva-maguary,0.0,30.0,7.6,0.0,0.0,0.0,0.0,7.6,0.0,2025-10-17 00:24:02,Não especificada,7896005404195
Bebida Gaseificada Zero Álcool Aurora Garrafa 750ml,https://www.paodeacucar.com/produto/595524/bebida-gaseificada-zero-alcool-aurora-garrafa-750ml,0.0,86.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 00:24:57,Não especificada,7891141033254
Refrigerante PEPSI Lata 350ml,https://www.paodeacucar.com/produto/150328/refrigerante-pepsi-lata-350ml,0.0,94.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,2025-10-17 00:25:53,Não especificada,7892840800079
Refrigerante Limão Sprite Lata 220ml,https://www.paodeacucar.com/produto/446693/refrigerante-limao-sprite-lata-220ml,0.0,89.0,22.0,0.0,0.0,0.0,0.0,22.0,17.0,2025-10-17 00:27:06,Não especificada,7894900681178
Refrigerante Tutti Frutti Itubaína Original Garrafa 355ml,https://www.paodeacucar.com/produto/66792/refrigerante-tutti-frutti-itubaina-original-garrafa-355ml,0.0,81.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,2025-10-17 00:27:43,Não especificada,7896052603497
Isotônico Mix de Frutas Powerade Garrafa 500ml,https://www.paodeacucar.com/produto/164713/isotonico-mix-de-frutas-powerade-garrafa-500ml,0.0,45.0,11.0,0.0,0.0,0.0,0.0,0.0,90.0,2025-10-17 00:28:19,Não especificada,7894900504002
Licor AMARETTO DELL ORSO Garrafa 700ml,https://www.paodeacucar.com/produto/134194/licor-amaretto-dell-orso-garrafa-700ml,0.0,0.0,26.0,0.0,0.0,0.0,0.0,15.0,0.0,2025-10-17 00:31:02,Não especificada,78901612
Bebida Rosé Gaseificada Zero Álcool Aurora Garrafa 750ml,https://www.paodeacucar.com/produto/1634217/bebida-rose-gaseificada-zero-alcool-aurora-garrafa-750ml,0.0,86.0,21.0,0.0,0.0,0.0,0.0,20.0,0.0,2025-10-17 00:39:14,Não especificada,7891141037856
Refrigerante 3 Limões Zero Açúcar 51 Ice Garrafa 275ml,https://www.paodeacucar.com/produto/1631262/refrigerante-3-limoes-zero-acucar-51-ice-garrafa-275ml,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2025-10-17 00:44:29,Não especificada,7896002111973
Refresco Adoçado Maçã Del Valle Kapo Caixa 200ml,https://www.paodeacucar.com/produto/462115/refresco-adocado-maca-del-valle-kapo-caixa-200ml,0.0,78.0,19.0,0.0,0.0,0.0,0.0,17.0,7.2,2025-10-17 00:45:24,Não especificada,7894900650013
Energético Lemon Monster Dragon Ice Tea Lata 473ml,https://www.paodeacucar.com/produto/467622/energetico-lemon-monster-dragon-ice-tea-lata-473ml,0.0,16.0,4.1,0.0,0.0,0.0,0.0,2.5,96.0,2025-10-17 00:46:01,Não especificada,70847034803
"Refresco Adoçado Uva Del Valle Frut Garrafa 1,5l","https://www.paodeacucar.com/produto/306341/refresco-adocado-uva-del-valle-frut-garrafa-1,5l",0.0,34.0,8.0,0.0,0.0,0.0,0.0,8.0,63.0,2025-10-17 00:46:19,Não especificada,7894900550061
Energético Juice Tropical Orange Monster Khaotic Lata 473ml,https://www.paodeacucar.com/produto/1599366/energetico-juice-tropical-orange-monster-khaotic-lata-473ml,0.0,60.0,15.0,0.0,0.0,0.0,0.0,14.0,68.0,2025-10-17 00:49:42,Não especificada,1220000250147
Refrigerante Guaraná Fanta Garrafa 2l,https://www.paodeacucar.com/produto/385839/refrigerante-guarana-fanta-garrafa-2l,0.0,81.0,21.0,0.0,0.0,0.0,0.0,21.0,16.0,2025-10-17 00:53:21,Não especificada,7894900093056
Energético Ultra Peachy Keen Zero Açúcar Monster Lata 473ml,https://www.paodeacucar.com/produto/1627856/energetico-ultra-peachy-keen-zero-acucar-monster-lata-473ml,0.0,6.0,1.6,0.0,0.0,0.0,0.0,0.0,112.0,2025-10-17 00:54:52,Não especificada,7898938890090
Gin London Dry Gordons Garrafa 750ml,https://www.paodeacucar.com/produto/101641/gin-london-dry-gordons-garrafa-750ml,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 00:56:42,Não especificada,5000289020701
Refrigerante Guaraná Fanta Lata 220ml,https://www.paodeacucar.com/produto/395812/refrigerante-guarana-fanta-lata-220ml,0.0,89.0,23.0,0.0,0.0,0.0,0.0,23.0,17.0,2025-10-17 00:58:51,Não especificada,7894900093025
Refrigerante Ginger Ale Schweppes Lata 220ml,https://www.paodeacucar.com/produto/477983/refrigerante-ginger-ale-schweppes-lata-220ml,0.0,39.0,9.7,0.0,0.0,0.0,0.0,9.7,32.0,2025-10-17 01:00:23,Não especificada,7894900180022
Água de Coco Integral Sococo Caixa 200ml,https://www.paodeacucar.com/produto/170669/agua-de-coco-integral-sococo-caixa-200ml,0.0,44.0,11.0,0.0,0.0,0.0,0.0,0.0,25.0,2025-10-17 01:01:35,Não especificada,7896004400358
Refrigerante Tutti Frutti Itubaína Original Garrafa 500ml,https://www.paodeacucar.com/produto/409270/refrigerante-tutti-frutti-itubaina-original-garrafa-500ml,0.0,81.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,2025-10-17 01:03:06,Não especificada,7896052606191
Energético Red Bull Energy Drink 250ml - 4 Latas,https://www.paodeacucar.com/produto/150964/energetico-red-bull-energy-drink-250ml---4-latas,0.0,114.0,27.0,0.0,0.0,0.0,0.0,0.0,103.0,2025-10-17 01:06:29,Não especificada,9002490100490
Refrigerante PEPSI Garrafa 2L,https://www.paodeacucar.com/produto/149709/refrigerante-pepsi-garrafa-2l,0.0,94.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,2025-10-17 01:13:26,Não especificada,7892840800000
Vinho Tinto Brasileiro Goes Lotes De Colecao Touriga Nacional 750ml,https://www.paodeacucar.com/produto/1628220/vinho-tinto-brasileiro-goes-lotes-de-colecao-touriga-nacional-750ml,0.0,151.0,38.0,0.0,0.0,0.0,0.0,28.0,0.0,2025-10-17 01:15:31,Não especificada,7896266190790
Refresco em Pó Guananá Tang Pacote 18g,https://www.paodeacucar.com/produto/1433069/refresco-em-po-guanana-tang-pacote-18g,0.0,13.0,2.7,0.0,0.0,0.0,0.0,2.7,25.0,2025-10-17 01:23:07,Não especificada,7622210571816
Refresco em Pó Laranja Docinha Tang Pacote 18g,https://www.paodeacucar.com/produto/1433064/refresco-em-po-laranja-docinha-tang-pacote-18g,0.0,12.0,2.4,0.0,0.0,0.0,0.0,2.1,30.0,2025-10-17 01:23:25,Não especificada,7622210571571
Refrigerante Orgânico WEWI Guaraná Garrafa 255ml,https://www.paodeacucar.com/produto/413083/refrigerante-organico-wewi-guarana-garrafa-255ml,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 01:23:44,Não especificada,7898950338396
Chá Preto com Gás Limão Leão Lata 290ml,https://www.paodeacucar.com/produto/462212/cha-preto-com-gas-limao-leao-lata-290ml,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2025-10-17 01:24:02,Não especificada,7891098041630
Refrigerante Orgânico Lemon Sour Zero Sódio Wewi Premium Garrafa 255ml,https://www.paodeacucar.com/produto/412868/refrigerante-organico-lemon-sour-zero-sodio-wewi-premium-garrafa-255ml,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 01:24:20,Não especificada,7898950338471
Leite Longa Vida Integral DÁLIA 1 Litro,https://www.paodeacucar.com/produto/5729/leite-longa-vida-integral-dalia-1-litro,0.0,116.0,9.2,6.2,6.0,3.5,0.0,0.0,129.0,2025-10-17 01:32:49,Não especificada,7898681791620
"Refrigerante Citrus Original Schweppes Garrafa 1,5l","https://www.paodeacucar.com/produto/444513/refrigerante-citrus-original-schweppes-garrafa-1,5l",0.0,90.0,21.0,0.0,0.0,0.0,0.0,21.0,17.0,2025-10-17 01:33:44,Não especificada,7894900180541
Refresco em Pó Laranja Tang Pacote 18g,https://www.paodeacucar.com/produto/1433063/refresco-em-po-laranja-tang-pacote-18g,0.0,12.0,2.0,0.0,0.0,0.0,0.0,1.9,28.0,2025-10-17 01:41:56,Não especificada,7622210571601
Ginger Beer St. Pierre 270ml,https://www.paodeacucar.com/produto/596095/ginger-beer-st--pierre-270ml,0.0,80.0,20.0,0.0,0.0,0.0,0.0,20.0,19.0,2025-10-17 01:43:08,Não especificada,7896050201145
"Suco Misto de Laranja, Cenoura e Beterraba GREENPEOPLE 1 Litro","https://www.paodeacucar.com/produto/401637/suco-misto-de-laranja,-cenoura-e-beterraba-greenpeople-1-litro",0.0,76.0,19.0,1.6,0.3,0.0,2.0,15.0,0.0,2025-10-17 01:43:26,Não especificada,7898958985561
Suco Uva Xandô Garrafa 300ml,https://www.paodeacucar.com/produto/459781/suco-uva-xando-garrafa-300ml,0.0,121.0,28.0,1.0,0.0,0.0,0.0,27.0,43.0,2025-10-17 01:43:45,Não especificada,7896623100479
Bebida Adoçada Uva Del Valle Frut Garrafa 1l,https://www.paodeacucar.com/produto/421804/bebida-adocada-uva-del-valle-frut-garrafa-1l,0.0,34.0,8.0,0.0,0.0,0.0,0.0,8.0,63.0,2025-10-17 01:44:03,Não especificada,7894900550030
Energético Red Bull Energy Drink 473ml,https://www.paodeacucar.com/produto/105453/energetico-red-bull-energy-drink-473ml,0.0,91.0,21.0,0.0,0.0,0.0,0.0,0.0,82.0,2025-10-17 01:44:21,Não especificada,9002490214166
Néctar Laranja e Maçã Qualitá Caixa 1l,https://www.paodeacucar.com/produto/1616128/nectar-laranja-e-maca-qualita-caixa-1l,0.0,84.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,2025-10-17 01:44:40,Não especificada,7895000528097
Água de Coco Esterilizada Integral Villa Piva Garrafa 300ml,https://www.paodeacucar.com/produto/464025/agua-de-coco-esterilizada-integral-villa-piva-garrafa-300ml,0.0,52.0,13.0,0.0,0.0,0.0,0.0,0.0,22.0,2025-10-17 01:44:58,Não especificada,7898965716233
Refresco Adoçado Frutas Cítricas Del Valle Kapo Caixa 200ml,https://www.paodeacucar.com/produto/462213/refresco-adocado-frutas-citricas-del-valle-kapo-caixa-200ml,0.0,69.0,17.0,0.0,0.0,0.0,0.0,17.0,8.2,2025-10-17 01:45:34,Não especificada,7894900650006
Suco Uva Fazenda Bela Vista Garrafa 300ml,https://www.paodeacucar.com/produto/1340717/suco-uva-fazenda-bela-vista-garrafa-300ml,0.0,104.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 01:48:00,Não especificada,7896229800858
Refresco em Pó Abacaxi Mid Zero Pacote 8g,https://www.paodeacucar.com/produto/39088/refresco-em-po-abacaxi-mid-zero-pacote-8g,0.0,5.0,0.7,0.0,0.0,0.0,0.0,0.1,23.0,2025-10-17 01:50:08,Não especificada,7891132001286
Refresco em Pó Manga Tang Pacote 18g,https://www.paodeacucar.com/produto/1433066/refresco-em-po-manga-tang-pacote-18g,0.0,12.0,2.6,0.0,0.0,0.0,0.0,2.3,35.0,2025-10-17 01:51:40,Não especificada,7622210571526
Água Tônica Indian Prata Garrafa 200ml,https://www.paodeacucar.com/produto/450263/agua-tonica-indian-prata-garrafa-200ml,0.0,72.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,2025-10-17 01:52:16,Não especificada,7897123886092
Água Tônica Indian Prata Lata 269ml,https://www.paodeacucar.com/produto/477014/agua-tonica-indian-prata-lata-269ml,0.0,82.0,21.0,0.0,0.0,0.0,0.0,0.0,17.0,2025-10-17 01:53:11,Não especificada,7897123886122
Refresco em Pó Uva Intensa Tang Pacote 18g,https://www.paodeacucar.com/produto/1433070/refresco-em-po-uva-intensa-tang-pacote-18g,0.0,12.0,2.2,0.0,0.0,0.0,0.0,2.0,31.0,2025-10-17 01:54:24,Não especificada,7622210571663
Água de Coco Kero Coco Caixa 330ml,https://www.paodeacucar.com/produto/87500/agua-de-coco-kero-coco-caixa-330ml,0.0,67.0,17.0,0.0,0.0,0.0,0.0,17.0,19.0,2025-10-17 01:57:09,Não especificada,7896828000482
Bebida Vegetal Silk Amêndoa e Cacau 1L,https://www.paodeacucar.com/produto/449124/bebida-vegetal-silk-amendoa-e-cacau-1l,0.0,84.0,15.0,1.2,2.1,0.3,1.0,0.0,165.0,2025-10-17 01:57:27,Não especificada,7891025117049
Chá Preto Ice Tea Pêssego Leão Garrafa 450ml,https://www.paodeacucar.com/produto/423609/cha-preto-ice-tea-pessego-leao-garrafa-450ml,0.0,35.0,8.7,0.0,0.0,0.0,0.0,8.6,57.0,2025-10-17 01:58:59,Não especificada,7891098040893
Bebida Adoçada Pink Lemonade Villa Piva Garrafa 1l,https://www.paodeacucar.com/produto/789443/bebida-adocada-pink-lemonade-villa-piva-garrafa-1l,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 01:59:36,Não especificada,7898965716301
Bebida à Base de Soja Laranja Ades Caixa 1l,https://www.paodeacucar.com/produto/169774/bebida-a-base-de-soja-laranja-ades-caixa-1l,0.0,38.0,6.6,1.3,0.6,0.0,0.0,5.4,18.0,2025-10-17 01:59:54,Não especificada,7894900087048
Refrigerante PEPSI Twist Garrafa 2L,https://www.paodeacucar.com/produto/136426/refrigerante-pepsi-twist-garrafa-2l,0.0,94.0,23.0,0.0,0.0,0.0,0.0,0.0,17.0,2025-10-17 02:01:08,Não especificada,7892840802714
Leite Vegetal de Aveia Mais Cálcio Orgânico Nude 1L,https://www.paodeacucar.com/produto/1243542/leite-vegetal-de-aveia-mais-calcio-organico-nude-1l,0.0,97.0,6.0,2.8,6.9,5.0,1.0,4.2,80.0,2025-10-17 02:04:50,Não especificada,7898994939764
Gin Nacional SILVER SEAGERS Garrafa 750ml,https://www.paodeacucar.com/produto/399747/gin-nacional-silver-seagers-garrafa-750ml,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 02:05:44,Não especificada,7891121155006
Refrigerante Orgânico WEWI Zero Cola Garrafa 255ml,https://www.paodeacucar.com/produto/412864/refrigerante-organico-wewi-zero-cola-garrafa-255ml,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 02:06:21,Não especificada,7898950338440
Refresco em pó Fit Laranja 10g,https://www.paodeacucar.com/produto/102136/refresco-em-po-fit-laranja-10g,2.0,6.0,0.7,0.0,0.0,0.0,0.0,0.1,75.0,2025-10-17 02:07:15,Não especificada,7891132000999
Leite Vegetal de Aveia Orgânico Sabor Baunilha Nude 1L,https://www.paodeacucar.com/produto/1243529/leite-vegetal-de-aveia-organico-sabor-baunilha-nude-1l,0.0,98.0,17.0,4.0,1.5,0.2,0.6,11.0,82.0,2025-10-17 02:07:33,Não especificada,7898994939757
Refresco em pó Fit Uva 8g,https://www.paodeacucar.com/produto/141288/refresco-em-po-fit-uva-8g,0.0,5.0,0.7,0.0,0.0,0.0,0.0,0.1,27.0,2025-10-17 02:10:36,Não especificada,7891132009961
Refrigerante Orgânico WEWI Sabor Cola Lata 350ml,https://www.paodeacucar.com/produto/618753/refrigerante-organico-wewi-sabor-cola-lata-350ml,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 02:11:48,Não especificada,7898950338068
Refresco em Pó Limão Mid Zero Pacote 8g,https://www.paodeacucar.com/produto/102723/refresco-em-po-limao-mid-zero-pacote-8g,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,2025-10-17 02:12:44,Não especificada,7891132009985
Suplemento Alimentar Líquido Morango e Acerola Moving Protein Booster Lata 270ml,https://www.paodeacucar.com/produto/1625448/suplemento-alimentar-liquido-morango-e-acerola-moving-protein-booster-lata-270ml,0.0,52.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,2025-10-17 02:13:39,Não especificada,7896050201527
Isotônico GATORADE Tangerina Garrafa 500ML,https://www.paodeacucar.com/produto/137622/isotonico-gatorade-tangerina-garrafa-500ml,0.0,48.0,12.0,0.0,0.0,0.0,0.0,0.0,90.0,2025-10-17 02:14:52,Não especificada,7892840808044
Refrigerante SUKITA Laranja Garrafa 2L,https://www.paodeacucar.com/produto/119741/refrigerante-sukita-laranja-garrafa-2l,0.0,99.0,24.0,0.0,0.0,0.0,0.0,0.0,14.0,2025-10-17 02:15:48,Não especificada,7891149440801
Suplemento Alimentar Líquido Mate e Limão Moving Protein Booster Lata 270ml,https://www.paodeacucar.com/produto/1625449/suplemento-alimentar-liquido-mate-e-limao-moving-protein-booster-lata-270ml,0.0,52.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,2025-10-17 02:17:00,Não especificada,7896050201510
Leite Longa Vida Semi Desnatado DÁLIA 1 Litro,https://www.paodeacucar.com/produto/95225/leite-longa-vida-semi-desnatado-dalia-1-litro,0.0,83.0,9.9,6.0,2.2,1.3,0.0,0.0,122.0,2025-10-17 02:17:37,Não especificada,7898681791637
Bebida à Base de Soja Uva Ades Caixa 1l,https://www.paodeacucar.com/produto/528838/bebida-a-base-de-soja-uva-ades-caixa-1l,0.0,35.0,5.7,1.2,0.6,0.0,0.0,5.0,20.0,2025-10-17 02:19:45,Não especificada,7894900087123
Chá Mate Original Matte Leão Garrafa 450ml,https://www.paodeacucar.com/produto/423606/cha-mate-original-matte-leao-garrafa-450ml,0.0,59.0,15.0,0.0,0.0,0.0,0.0,15.0,13.0,2025-10-17 02:21:18,Não especificada,7891098040688
Pink Lemonade St. Pierre 270ml,https://www.paodeacucar.com/produto/596093/pink-lemonade-st--pierre-270ml,0.0,88.0,22.0,0.0,0.0,0.0,0.0,22.0,22.0,2025-10-17 02:21:56,Não especificada,7896050201176
Chá Mate Limão Matte Leão Garrafa 450ml,https://www.paodeacucar.com/produto/423605/cha-mate-limao-matte-leao-garrafa-450ml,0.0,60.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,2025-10-17 02:27:09,Não especificada,7891098040749
Suplemento Energético Líquido Ice Tea de Limão Zero Açúcar Moving Energy Pro Lata 310ml,https://www.paodeacucar.com/produto/1625450/suplemento-energetico-liquido-ice-tea-de-limao-zero-acucar-moving-energy-pro-lata-310ml,0.0,54.0,0.0,15.0,0.0,0.0,0.0,0.0,8.0,2025-10-17 02:28:42,Não especificada,7896050201657
Chá Preto Ice Tea Limão Leão Garrafa 450ml,https://www.paodeacucar.com/produto/423610/cha-preto-ice-tea-limao-leao-garrafa-450ml,0.0,36.0,8.5,0.0,0.0,0.0,0.0,8.4,57.0,2025-10-17 02:29:00,Não especificada,7891098040848
Suplemento Energético Líquido Ice Tea de Pêssego Zero Açúcar Moving Energy Pro Lata 310ml,https://www.paodeacucar.com/produto/1625447/suplemento-energetico-liquido-ice-tea-de-pessego-zero-acucar-moving-energy-pro-lata-310ml,0.0,54.0,0.0,15.0,0.0,0.0,0.0,0.0,8.0,2025-10-17 02:29:19,Não especificada,7896050201664
Energético Red Bull Energy Drink 355ml,https://www.paodeacucar.com/produto/105096/energetico-red-bull-energy-drink-355ml,0.0,161.0,38.0,0.0,0.0,0.0,0.0,0.0,146.0,2025-10-17 02:30:13,Não especificada,9002490209346
Bebida à Base de Soja Abacaxi Ades Caixa 1l,https://www.paodeacucar.com/produto/42166/bebida-a-base-de-soja-abacaxi-ades-caixa-1l,0.0,34.0,5.6,1.2,0.6,0.0,0.0,4.6,18.0,2025-10-17 02:31:26,Não especificada,7894900087000
Energético Red Bull Sem Açúcar 355ml,https://www.paodeacucar.com/produto/449076/energetico-red-bull-sem-acucar-355ml,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,148.0,2025-10-17 02:32:40,Não especificada,9002490243678
Chá Preto Limão Villa Piva Garrafa 1l,https://www.paodeacucar.com/produto/459760/cha-preto-limao-villa-piva-garrafa-1l,0.0,73.0,18.0,0.6,0.0,0.0,1.8,16.0,5.0,2025-10-17 02:33:36,Não especificada,7898965716165
Refrigerante Tubaína Sukita Garrafa 2l,https://www.paodeacucar.com/produto/676186/refrigerante-tubaina-sukita-garrafa-2l,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 02:33:54,Não especificada,7891991300810
Bebida à Base de Soja Maçã Mupy Caixa 1l,https://www.paodeacucar.com/produto/436773/bebida-a-base-de-soja-maca-mupy-caixa-1l,0.0,110.0,25.0,1.2,0.6,0.0,0.0,0.0,41.0,2025-10-17 02:34:31,Não especificada,7896293806183
"Refrigerante Limão Siciliano, Morango e Gengibre Clashd Lata 269ml","https://www.paodeacucar.com/produto/1572621/refrigerante-limao-siciliano,-morango-e-gengibre-clashd-lata-269ml",0.0,59.0,5.52,0.17,0.0,0.0,0.0,4.45,6.86,2025-10-17 02:35:08,Não especificada,7896045506729
Bebida à Base de Soja Pêssego Ades Caixa 1l,https://www.paodeacucar.com/produto/70251/bebida-a-base-de-soja-pessego-ades-caixa-1l,0.0,38.0,6.6,1.2,0.6,0.0,0.0,5.6,19.0,2025-10-17 02:35:27,Não especificada,7894900087109
Bebida à Base de Soja Morango Mupy Caixa 1l,https://www.paodeacucar.com/produto/436842/bebida-a-base-de-soja-morango-mupy-caixa-1l,0.0,118.0,27.0,1.1,0.6,0.0,0.0,0.0,40.0,2025-10-17 02:36:22,Não especificada,7896293806176
Refrigerante Uva Sukita Garrafa 2l,https://www.paodeacucar.com/produto/1207/refrigerante-uva-sukita-garrafa-2l,0.0,109.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 02:36:41,Não especificada,7891149102808
Bebida à Base de Soja Uva Mupy Caixa 200ml,https://www.paodeacucar.com/produto/489753/bebida-a-base-de-soja-uva-mupy-caixa-200ml,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-17 02:38:49,Não especificada,7896293808125
Bebida à Base de Soja Uva Ades Caixa 200ml,https://www.paodeacucar.com/produto/79021/bebida-a-base-de-soja-uva-ades-caixa-200ml,0.0,35.0,5.7,1.2,0.6,0.0,0.0,5.0,20.0,2025-10-17 02:39:07,Não especificada,7894900087130
Bebida à Base de Soja Maracujá Mupy Caixa 1l,https://www.paodeacucar.com/produto/461612/bebida-a-base-de-soja-maracuja-mupy-caixa-1l,0.0,116.0,26.0,1.4,0.7,0.0,0.0,0.0,51.0,2025-10-17 02:39:50,Não especificada,7896293806169
Refrigerante Red Mint St. Pierre Garrafa 275ml,https://www.paodeacucar.com/produto/1378115/refrigerante-red-mint-st--pierre-garrafa-275ml,0.0,132.0,33.0,0.0,0.0,0.0,0.0,33.0,28.0,2025-10-17 02:40:27,Não especificada,7896050201237
